,transaction_id,date,time,customer_id,product_id,amount,payment_type,country,merchant_id,status,exchange_rate,total_usd,date_time,year,month,day,dow,hour,is_weekend
8767,TX18767,2024-03-01,04:37:55,C3086,P14,341.95,Credit Card,USA,M25,Pending,1.0,341.95,2024-03-01 04:37:55,2024,3,1,4,4,0
8768,TX18768,2023-09-26,04:22:54,C8923,P78,219.89,Debit Card,USA,M24,Cancelled,1.0,219.89,2023-09-26 04:22:54,2023,9,26,1,4,0
8769,TX18769,2023-06-19,09:51:24,C2145,P44,,Credit Card,USA,M28,Chargeback,1.0,,2023-06-19 09:51:24,2023,6,19,0,9,0
8770,TX18770,2023-08-11,15:09:44,C5658,P17,445.02,Credit Card,USA,M29,Cancelled,1.0,445.02,2023-08-11 15:09:44,2023,8,11,4,15,0
8771,TX18771,2023-07-27,07:39:35,C3435,P88,386.25,PayPal,USA,M1,Completed,1.0,386.25,2023-07-27 07:39:35,2023,7,27,3,7,0
8772,TX18772,2023-08-08,12:24:09,C1810,P71,48.26,PayPal,UK,M35,Refunded,1.25,60.324999999999996,2023-08-08 12:24:09,2023,8,8,1,12,0
8773,TX18773,2024-02-01,17:33:38,C8334,P21,219.17,Debit Card,UK,M50,Chargeback,1.25,273.9625,2024-02-01 17:33:38,2024,2,1,3,17,0
8774,TX18774,2023-10-10,19:38:15,C4911,P87,69.02,Credit Card,Australia,M14,Pending,0.65,44.863,2023-10-10 19:38:15,2023,10,10,1,19,0
8775,TX18775,2024-04-19,20:49:01,C4625,P88,342.52,PayPal,USA,M30,Pending,1.0,342.52,2024-04-19 20:49:01,2024,4,19,4,20,0
8776,TX18776,2023-06-14,09:43:51,C7600,P19,119.91,PayPal,Australia,M14,Completed,0.65,77.9415,2023-06-14 09:43:51,2023,6,14,2,9,0
8777,TX18777,2023-10-20,14:20:13,C9834,P84,316.57,Debit Card,USA,M11,Completed,1.0,316.57,2023-10-20 14:20:13,2023,10,20,4,14,0
8778,TX18778,2023-06-16,19:40:09,C1678,P20,343.62,Credit Card,Canada,M50,Chargeback,0.73,250.8426,2023-06-16 19:40:09,2023,6,16,4,19,0
8779,TX18779,2023-12-27,11:31:56,C2492,P20,408.75,Credit Card,USA,M19,Completed,1.0,408.75,2023-12-27 11:31:56,2023,12,27,2,11,0
8780,TX18780,2024-03-26,14:05:16,C1695,P97,459.62,PayPal,USA,M46,Completed,1.0,459.62,2024-03-26 14:05:16,2024,3,26,1,14,0
8781,TX18781,2024-04-09,08:49:30,C7324,P90,134.76,Debit Card,Canada,M9,Pending,0.73,98.3748,2024-04-09 08:49:30,2024,4,9,1,8,0
8782,TX18782,2023-09-10,16:09:09,C7123,P91,210.79,,USA,M49,Cancelled,1.0,210.79,2023-09-10 16:09:09,2023,9,10,6,16,1
8783,TX18783,2023-10-30,03:11:06,C4021,P42,75.4,Debit Card,UK,M27,Pending,1.25,94.25,2023-10-30 03:11:06,2023,10,30,0,3,0
8784,TX18784,2024-04-23,19:25:12,C9144,P46,174.22,,UK,M2,Cancelled,1.25,217.775,2024-04-23 19:25:12,2024,4,23,1,19,0
8785,TX18785,2024-03-31,05:46:06,C4923,P56,216.3,PayPal,UK,M39,Pending,1.25,270.375,2024-03-31 05:46:06,2024,3,31,6,5,1
8786,TX18786,2024-04-28,11:36:05,C8223,P1,71.45,Credit Card,UK,M42,Chargeback,1.25,89.3125,2024-04-28 11:36:05,2024,4,28,6,11,1
8787,TX18787,2024-02-06,04:56:32,C8888,P19,183.37,Debit Card,Canada,M14,Cancelled,0.73,133.8601,2024-02-06 04:56:32,2024,2,6,1,4,0
8788,TX18788,2023-12-26,12:22:41,C6507,P2,281.41,PayPal,USA,M36,Completed,1.0,281.41,2023-12-26 12:22:41,2023,12,26,1,12,0
8789,TX18789,2023-12-21,03:49:16,C6423,P100,86.06,Debit Card,UK,M36,Pending,1.25,107.575,2023-12-21 03:49:16,2023,12,21,3,3,0
8790,TX18790,2024-01-04,10:05:56,C6080,P10,103.07,Debit Card,Canada,M49,Refunded,0.73,75.24109999999999,2024-01-04 10:05:56,2024,1,4,3,10,0
8791,TX18791,2023-12-04,16:52:48,C7274,P49,513.5,Credit Card,USA,M33,Chargeback,1.0,513.5,2023-12-04 16:52:48,2023,12,4,0,16,0
8792,TX18792,2023-05-19,04:33:54,C7023,P78,179.11,Credit Card,USA,M50,Refunded,1.0,179.11,2023-05-19 04:33:54,2023,5,19,4,4,0
8793,TX18793,2023-12-26,23:16:24,C3511,P82,66.1,Debit Card,,M28,Cancelled,1.0,66.1,2023-12-26 23:16:24,2023,12,26,1,23,0
8794,TX18794,2023-05-07,16:24:04,C3599,P68,399.6,,UK,M24,Chargeback,1.25,499.5,2023-05-07 16:24:04,2023,5,7,6,16,1
8795,TX18795,2023-10-21,15:25:54,C8555,P14,171.77,Credit Card,UK,M14,Pending,1.25,214.7125,2023-10-21 15:25:54,2023,10,21,5,15,1
8796,TX18796,2024-02-16,18:46:27,C6675,P19,345.83,Credit Card,USA,M13,Pending,1.0,345.83,2024-02-16 18:46:27,2024,2,16,4,18,0
8797,TX18797,2023-10-29,02:31:34,C7960,P6,227.52,Debit Card,UK,M3,Refunded,1.25,284.40000000000003,2023-10-29 02:31:34,2023,10,29,6,2,1
8798,TX18798,2024-01-07,18:56:00,C4384,P21,372.78,PayPal,USA,M50,Completed,1.0,372.78,2024-01-07 18:56:00,2024,1,7,6,18,1
8799,TX18799,2023-05-25,17:06:42,C3495,P93,52.51,,,M8,Completed,1.0,52.51,2023-05-25 17:06:42,2023,5,25,3,17,0
8800,TX18800,2024-01-11,06:53:31,C1601,P74,157.02,Credit Card,Canada,M30,Cancelled,0.73,114.6246,2024-01-11 06:53:31,2024,1,11,3,6,0
8801,TX18801,2023-08-11,05:07:55,C4477,P22,368.67,PayPal,USA,M30,Cancelled,1.0,368.67,2023-08-11 05:07:55,2023,8,11,4,5,0
8802,TX18802,2023-07-25,13:49:34,C5348,P8,323.58,Credit Card,UK,M46,Cancelled,1.25,404.47499999999997,2023-07-25 13:49:34,2023,7,25,1,13,0
8803,TX18803,2023-09-20,16:16:01,C7352,P23,69.13,Credit Card,Australia,M29,Chargeback,0.65,44.9345,2023-09-20 16:16:01,2023,9,20,2,16,0
8804,TX18804,2023-07-26,08:28:17,C6154,P85,315.49,Debit Card,UK,M1,Cancelled,1.25,394.3625,2023-07-26 08:28:17,2023,7,26,2,8,0
8805,TX18805,2024-01-06,11:51:42,C4780,P67,286.05,,Canada,M12,Completed,0.73,208.8165,2024-01-06 11:51:42,2024,1,6,5,11,1
8806,TX18806,2024-03-06,22:57:20,C4496,P93,296.24,PayPal,,M35,Pending,1.0,296.24,2024-03-06 22:57:20,2024,3,6,2,22,0
8807,TX18807,2023-11-28,23:27:11,C2552,P43,89.83,PayPal,Canada,M14,Cancelled,0.73,65.57589999999999,2023-11-28 23:27:11,2023,11,28,1,23,0
8808,TX18808,2023-12-19,18:14:29,C9164,P41,410.29,PayPal,USA,M46,Cancelled,1.0,410.29,2023-12-19 18:14:29,2023,12,19,1,18,0
8809,TX18809,2023-06-19,08:29:03,C9109,P73,365.93,Credit Card,USA,M48,Cancelled,1.0,365.93,2023-06-19 08:29:03,2023,6,19,0,8,0
8810,TX18810,2024-01-29,06:30:09,C8052,P13,452.6,Credit Card,USA,M45,Pending,1.0,452.6,2024-01-29 06:30:09,2024,1,29,0,6,0
8811,TX18811,2023-05-07,09:45:33,C5662,P10,120.58,Credit Card,,M24,Pending,1.0,120.58,2023-05-07 09:45:33,2023,5,7,6,9,1
8812,TX18812,2023-05-31,20:33:05,C1403,P57,202.73,Credit Card,Canada,M18,Chargeback,0.73,147.9929,2023-05-31 20:33:05,2023,5,31,2,20,0
8813,TX18813,2023-11-05,12:55:45,C2211,P79,268.26,Debit Card,USA,M4,Pending,1.0,268.26,2023-11-05 12:55:45,2023,11,5,6,12,1
8814,TX18814,2023-10-04,12:59:53,C3010,P56,207.51,PayPal,UK,M11,Completed,1.25,259.3875,2023-10-04 12:59:53,2023,10,4,2,12,0
8815,TX18815,2023-10-20,19:33:25,C4788,P28,,Credit Card,Canada,M34,Chargeback,0.73,,2023-10-20 19:33:25,2023,10,20,4,19,0
8816,TX18816,2024-02-13,03:41:40,C7712,P54,205.29,Credit Card,UK,M48,Chargeback,1.25,256.6125,2024-02-13 03:41:40,2024,2,13,1,3,0
8817,TX18817,2023-11-15,05:50:47,C9588,P68,114.1,Debit Card,USA,M38,Refunded,1.0,114.1,2023-11-15 05:50:47,2023,11,15,2,5,0
8818,TX18818,2023-06-16,23:21:32,C3034,P3,139.66,Debit Card,UK,M46,Refunded,1.25,174.575,2023-06-16 23:21:32,2023,6,16,4,23,0
8819,TX18819,2023-10-23,10:01:54,C7044,P80,490.13,Credit Card,USA,M28,Completed,1.0,490.13,2023-10-23 10:01:54,2023,10,23,0,10,0
8820,TX18820,2024-04-23,15:52:36,C3763,P28,260.63,PayPal,USA,M47,Pending,1.0,260.63,2024-04-23 15:52:36,2024,4,23,1,15,0
8821,TX18821,2023-10-13,11:07:22,C1832,P72,193.87,PayPal,Australia,M20,Pending,0.65,126.0155,2023-10-13 11:07:22,2023,10,13,4,11,0
8822,TX18822,2023-07-12,13:20:41,C8658,P35,496.59,Credit Card,USA,M35,Cancelled,1.0,496.59,2023-07-12 13:20:41,2023,7,12,2,13,0
8823,TX18823,2023-05-30,21:34:42,C7385,P53,445.19,,USA,M32,Completed,1.0,445.19,2023-05-30 21:34:42,2023,5,30,1,21,0
8824,TX18824,2024-02-08,11:05:38,C7143,P3,177.22,Debit Card,Canada,M29,Pending,0.73,129.3706,2024-02-08 11:05:38,2024,2,8,3,11,0
8825,TX18825,2024-01-10,09:37:28,C7141,P75,326.51,PayPal,USA,M44,Cancelled,1.0,326.51,2024-01-10 09:37:28,2024,1,10,2,9,0
8826,TX18826,2024-03-12,03:10:39,C2995,P26,381.42,PayPal,UK,M37,Chargeback,1.25,476.77500000000003,2024-03-12 03:10:39,2024,3,12,1,3,0
8827,TX18827,2023-11-22,01:54:46,C5492,P58,410.12,PayPal,USA,M9,Completed,1.0,410.12,2023-11-22 01:54:46,2023,11,22,2,1,0
8828,TX18828,2023-09-22,08:26:56,C6910,P96,225.92,Debit Card,USA,M8,Completed,1.0,225.92,2023-09-22 08:26:56,2023,9,22,4,8,0
8829,TX18829,2023-06-09,14:42:22,C2682,P1,216.0,Credit Card,USA,M8,Pending,1.0,216.0,2023-06-09 14:42:22,2023,6,9,4,14,0
8830,TX18830,2024-01-29,13:48:30,C7639,P33,211.42,,USA,M8,Cancelled,1.0,211.42,2024-01-29 13:48:30,2024,1,29,0,13,0
8831,TX18831,2024-03-26,21:43:25,C6958,P23,99.88,Debit Card,UK,M33,Pending,1.25,124.85,2024-03-26 21:43:25,2024,3,26,1,21,0
8832,TX18832,2024-04-25,04:03:14,C2130,P2,41.25,Credit Card,Canada,M20,Completed,0.73,30.1125,2024-04-25 04:03:14,2024,4,25,3,4,0
8833,TX18833,2024-04-20,23:53:07,C9215,P37,36.85,Debit Card,UK,M4,Refunded,1.25,46.0625,2024-04-20 23:53:07,2024,4,20,5,23,1
8834,TX18834,2023-11-16,09:33:23,C2549,P73,520.42,Debit Card,,M17,Chargeback,1.0,520.42,2023-11-16 09:33:23,2023,11,16,3,9,0
8835,TX18835,2024-04-04,20:12:13,C1278,P40,461.15,Debit Card,USA,M1,Pending,1.0,461.15,2024-04-04 20:12:13,2024,4,4,3,20,0
8836,TX18836,2024-02-07,18:53:49,C7807,P16,127.0,PayPal,UK,M29,Refunded,1.25,158.75,2024-02-07 18:53:49,2024,2,7,2,18,0
8837,TX18837,2024-03-28,23:25:38,C5389,P81,20.57,Debit Card,UK,M10,Refunded,1.25,25.7125,2024-03-28 23:25:38,2024,3,28,3,23,0
8838,TX18838,2023-09-29,21:22:41,C3268,P83,33.62,,Australia,M22,Refunded,0.65,21.852999999999998,2023-09-29 21:22:41,2023,9,29,4,21,0
8839,TX18839,2024-01-08,15:06:48,C4966,P98,602.42,Credit Card,USA,M34,Chargeback,1.0,602.42,2024-01-08 15:06:48,2024,1,8,0,15,0
8840,TX18840,2023-11-15,16:26:35,C3287,P90,272.59,PayPal,UK,M11,Pending,1.25,340.73749999999995,2023-11-15 16:26:35,2023,11,15,2,16,0
8841,TX18841,2024-03-21,21:16:44,C4279,P99,24.19,PayPal,Canada,M4,Refunded,0.73,17.6587,2024-03-21 21:16:44,2024,3,21,3,21,0
8842,TX18842,2024-01-17,14:59:07,C3437,P13,,Debit Card,,M38,Completed,1.0,,2024-01-17 14:59:07,2024,1,17,2,14,0
8843,TX18843,2023-11-15,22:17:33,C6368,P92,47.81,PayPal,Canada,M34,Cancelled,0.73,34.9013,2023-11-15 22:17:33,2023,11,15,2,22,0
8844,TX18844,2024-04-01,06:04:53,C7248,P83,244.18,PayPal,USA,M6,Completed,1.0,244.18,2024-04-01 06:04:53,2024,4,1,0,6,0
8845,TX18845,2023-07-04,20:50:35,C8654,P99,77.01,,,M29,Chargeback,1.0,77.01,2023-07-04 20:50:35,2023,7,4,1,20,0
8846,TX18846,2023-06-28,22:50:49,C2518,P93,293.88,PayPal,Australia,M5,Cancelled,0.65,191.022,2023-06-28 22:50:49,2023,6,28,2,22,0
8847,TX18847,2023-12-04,01:40:55,C6897,P83,145.23,Credit Card,UK,M6,Refunded,1.25,181.5375,2023-12-04 01:40:55,2023,12,4,0,1,0
8848,TX18848,2024-02-08,04:50:42,C6157,P47,94.72,Credit Card,UK,M8,Pending,1.25,118.4,2024-02-08 04:50:42,2024,2,8,3,4,0
8849,TX18849,2023-05-10,15:17:27,C8757,P38,67.47,Debit Card,USA,M32,Refunded,1.0,67.47,2023-05-10 15:17:27,2023,5,10,2,15,0
8850,TX18850,2023-12-22,15:40:53,C3930,P53,115.28,Debit Card,Australia,M7,Completed,0.65,74.932,2023-12-22 15:40:53,2023,12,22,4,15,0
8851,TX18851,2023-11-26,05:29:49,C7556,P15,61.07,Debit Card,UK,M4,Completed,1.25,76.3375,2023-11-26 05:29:49,2023,11,26,6,5,1
8852,TX18852,2024-02-29,23:44:36,C7284,P65,221.06,Credit Card,USA,M15,Refunded,1.0,221.06,2024-02-29 23:44:36,2024,2,29,3,23,0
8853,TX18853,2023-08-23,12:48:54,C8652,P17,44.15,,UK,M29,Refunded,1.25,55.1875,2023-08-23 12:48:54,2023,8,23,2,12,0
8854,TX18854,2023-05-12,09:29:52,C8240,P90,257.45,Credit Card,,M42,Completed,1.0,257.45,2023-05-12 09:29:52,2023,5,12,4,9,0
8855,TX18855,2023-07-14,18:34:43,C4662,P23,416.93,Debit Card,USA,M26,Pending,1.0,416.93,2023-07-14 18:34:43,2023,7,14,4,18,0
8856,TX18856,2023-09-22,22:43:56,C7895,P98,352.25,Debit Card,USA,M5,Cancelled,1.0,352.25,2023-09-22 22:43:56,2023,9,22,4,22,0
8857,TX18857,2023-10-20,01:45:12,C3731,P11,276.21,Credit Card,USA,M29,Cancelled,1.0,276.21,2023-10-20 01:45:12,2023,10,20,4,1,0
8858,TX18858,2024-02-19,02:41:27,C1111,P34,258.19,,UK,M47,Cancelled,1.25,322.7375,2024-02-19 02:41:27,2024,2,19,0,2,0
8859,TX18859,2023-10-05,12:23:25,C1450,P16,,Debit Card,UK,M10,Completed,1.25,,2023-10-05 12:23:25,2023,10,5,3,12,0
8860,TX18860,2024-04-26,12:47:56,C5361,P37,331.67,Debit Card,UK,M33,Completed,1.25,414.58750000000003,2024-04-26 12:47:56,2024,4,26,4,12,0
8861,TX18861,2023-06-21,08:48:58,C8000,P70,57.0,PayPal,Canada,M41,Pending,0.73,41.61,2023-06-21 08:48:58,2023,6,21,2,8,0
8862,TX18862,2023-09-13,03:10:55,C8596,P65,450.85,Credit Card,Canada,M9,Chargeback,0.73,329.1205,2023-09-13 03:10:55,2023,9,13,2,3,0
8863,TX18863,2023-06-28,00:54:44,C7852,P10,187.07,,UK,M14,Cancelled,1.25,233.83749999999998,2023-06-28 00:54:44,2023,6,28,2,0,0
8864,TX18864,2023-12-23,15:32:38,C3918,P63,103.53,Debit Card,USA,M7,Refunded,1.0,103.53,2023-12-23 15:32:38,2023,12,23,5,15,1
8865,TX18865,2023-05-13,10:54:44,C2051,P19,112.13,Debit Card,UK,M23,Cancelled,1.25,140.1625,2023-05-13 10:54:44,2023,5,13,5,10,1
8866,TX18866,2023-06-07,01:25:26,C9239,P68,313.58,PayPal,,M35,Pending,1.0,313.58,2023-06-07 01:25:26,2023,6,7,2,1,0
8867,TX18867,2023-05-29,05:33:04,C5516,P12,142.63,Debit Card,UK,M7,Cancelled,1.25,178.2875,2023-05-29 05:33:04,2023,5,29,0,5,0
8868,TX18868,2023-10-12,11:12:52,C5938,P77,153.43,PayPal,UK,M20,Cancelled,1.25,191.78750000000002,2023-10-12 11:12:52,2023,10,12,3,11,0
8869,TX18869,2024-03-25,14:06:04,C7609,P23,364.06,Debit Card,USA,M45,Pending,1.0,364.06,2024-03-25 14:06:04,2024,3,25,0,14,0
8870,TX18870,2023-06-24,07:20:37,C6951,P99,28.97,Debit Card,Australia,M2,Refunded,0.65,18.8305,2023-06-24 07:20:37,2023,6,24,5,7,1
8871,TX18871,2023-08-05,16:28:22,C4028,P95,241.51,Credit Card,USA,M32,Pending,1.0,241.51,2023-08-05 16:28:22,2023,8,5,5,16,1
8872,TX18872,2023-10-13,19:23:21,C9354,P7,496.35,Credit Card,UK,M21,Chargeback,1.25,620.4375,2023-10-13 19:23:21,2023,10,13,4,19,0
8873,TX18873,2023-06-18,03:02:57,C9235,P21,453.21,Debit Card,USA,M29,Completed,1.0,453.21,2023-06-18 03:02:57,2023,6,18,6,3,1
8874,TX18874,2023-10-21,01:45:37,C2605,P49,130.52,Credit Card,,M31,Completed,1.0,130.52,2023-10-21 01:45:37,2023,10,21,5,1,1
8875,TX18875,2023-12-18,08:37:23,C8315,P55,140.18,Credit Card,USA,M5,Refunded,1.0,140.18,2023-12-18 08:37:23,2023,12,18,0,8,0
8876,TX18876,2023-05-21,15:50:25,C7593,P28,421.8,Debit Card,USA,M32,Pending,1.0,421.8,2023-05-21 15:50:25,2023,5,21,6,15,1
8877,TX18877,2024-03-22,17:46:26,C3049,P37,331.65,Debit Card,USA,M17,Cancelled,1.0,331.65,2024-03-22 17:46:26,2024,3,22,4,17,0
8878,TX18878,2024-01-24,11:01:33,C5854,P86,221.54,Debit Card,USA,M38,Cancelled,1.0,221.54,2024-01-24 11:01:33,2024,1,24,2,11,0
8879,TX18879,2023-10-21,18:47:48,C1944,P77,422.27,PayPal,USA,M18,Completed,1.0,422.27,2023-10-21 18:47:48,2023,10,21,5,18,1
8880,TX18880,2023-10-12,07:32:28,C7917,P34,165.11,PayPal,UK,M28,Refunded,1.25,206.38750000000002,2023-10-12 07:32:28,2023,10,12,3,7,0
8881,TX18881,2023-11-01,19:02:39,C9216,P73,180.92,Credit Card,UK,M10,Pending,1.25,226.14999999999998,2023-11-01 19:02:39,2023,11,1,2,19,0
8882,TX18882,2023-10-24,03:24:22,C7980,P53,406.57,,USA,M18,Pending,1.0,406.57,2023-10-24 03:24:22,2023,10,24,1,3,0
8883,TX18883,2023-11-15,11:39:58,C6624,P92,302.26,Credit Card,USA,M44,Pending,1.0,302.26,2023-11-15 11:39:58,2023,11,15,2,11,0
8884,TX18884,2024-03-21,07:03:05,C1320,P78,275.78,Debit Card,Canada,M24,Chargeback,0.73,201.31939999999997,2024-03-21 07:03:05,2024,3,21,3,7,0
8885,TX18885,2023-10-01,12:49:37,C2639,P87,160.9,Credit Card,UK,M17,Pending,1.25,201.125,2023-10-01 12:49:37,2023,10,1,6,12,1
8886,TX18886,2023-07-26,14:14:10,C4703,P40,88.81,Credit Card,Canada,M23,Cancelled,0.73,64.8313,2023-07-26 14:14:10,2023,7,26,2,14,0
8887,TX18887,2023-10-20,03:54:21,C2076,P100,237.81,Credit Card,UK,M23,Chargeback,1.25,297.2625,2023-10-20 03:54:21,2023,10,20,4,3,0
8888,TX18888,2023-11-05,11:32:19,C9595,P49,131.7,Debit Card,USA,M21,Refunded,1.0,131.7,2023-11-05 11:32:19,2023,11,5,6,11,1
8889,TX18889,2023-10-16,16:38:51,C8690,P60,814.54,Credit Card,USA,M47,Chargeback,1.0,814.54,2023-10-16 16:38:51,2023,10,16,0,16,0
8890,TX18890,2024-01-06,03:07:26,C5354,P71,395.98,Debit Card,USA,M25,Completed,1.0,395.98,2024-01-06 03:07:26,2024,1,6,5,3,1
8891,TX18891,2024-01-06,19:48:47,C8550,P21,145.49,Debit Card,Canada,M19,Cancelled,0.73,106.2077,2024-01-06 19:48:47,2024,1,6,5,19,1
8892,TX18892,2023-09-02,12:35:12,C6317,P84,80.51,Debit Card,Australia,M45,Refunded,0.65,52.331500000000005,2023-09-02 12:35:12,2023,9,2,5,12,1
8893,TX18893,2024-03-22,09:29:56,C3584,P84,603.89,PayPal,UK,M32,Chargeback,1.25,754.8625,2024-03-22 09:29:56,2024,3,22,4,9,0
8894,TX18894,2024-01-27,08:11:48,C5790,P85,469.05,Debit Card,USA,M44,Pending,1.0,469.05,2024-01-27 08:11:48,2024,1,27,5,8,1
8895,TX18895,2023-12-18,23:22:27,C7322,P84,418.9,Debit Card,USA,M33,Pending,1.0,418.9,2023-12-18 23:22:27,2023,12,18,0,23,0
8896,TX18896,2024-04-22,04:57:10,C6594,P36,339.5,PayPal,USA,M12,Completed,1.0,339.5,2024-04-22 04:57:10,2024,4,22,0,4,0
8897,TX18897,2023-08-23,19:33:59,C8537,P64,97.16,PayPal,UK,M1,Refunded,1.25,121.44999999999999,2023-08-23 19:33:59,2023,8,23,2,19,0
8898,TX18898,2024-01-25,03:28:28,C6690,P16,464.78,PayPal,USA,M37,Chargeback,1.0,464.78,2024-01-25 03:28:28,2024,1,25,3,3,0
8899,TX18899,2023-09-25,19:12:14,C4650,P9,47.43,Debit Card,Australia,M42,Completed,0.65,30.8295,2023-09-25 19:12:14,2023,9,25,0,19,0
8900,TX18900,2024-05-02,13:56:21,C7403,P97,153.37,Debit Card,USA,M29,Refunded,1.0,153.37,2024-05-02 13:56:21,2024,5,2,3,13,0
8901,TX18901,2023-08-16,19:35:00,C8807,P64,133.32,PayPal,Australia,M21,Cancelled,0.65,86.658,2023-08-16 19:35:00,2023,8,16,2,19,0
8902,TX18902,2024-02-26,07:47:14,C6296,P23,233.8,Credit Card,Canada,M37,Completed,0.73,170.674,2024-02-26 07:47:14,2024,2,26,0,7,0
8903,TX18903,2023-08-14,09:15:30,C5599,P53,230.25,Credit Card,Canada,M36,Chargeback,0.73,168.08249999999998,2023-08-14 09:15:30,2023,8,14,0,9,0
8904,TX18904,2024-04-30,21:55:23,C8054,P52,40.03,Credit Card,UK,M12,Pending,1.25,50.0375,2024-04-30 21:55:23,2024,4,30,1,21,0
8905,TX18905,2024-01-26,19:52:02,C3565,P94,189.73,PayPal,,M23,Completed,1.0,189.73,2024-01-26 19:52:02,2024,1,26,4,19,0
8906,TX18906,2024-01-26,22:17:15,C3575,P1,109.64,Credit Card,UK,M21,Completed,1.25,137.05,2024-01-26 22:17:15,2024,1,26,4,22,0
8907,TX18907,2023-10-26,08:11:42,C3513,P18,220.53,,UK,M38,Completed,1.25,275.6625,2023-10-26 08:11:42,2023,10,26,3,8,0
8908,TX18908,2024-01-23,08:33:12,C2650,P79,65.3,Credit Card,UK,M15,Refunded,1.25,81.625,2024-01-23 08:33:12,2024,1,23,1,8,0
8909,TX18909,2024-02-12,19:41:08,C7190,P29,259.17,Debit Card,Australia,M36,Cancelled,0.65,168.46050000000002,2024-02-12 19:41:08,2024,2,12,0,19,0
8910,TX18910,2023-08-22,15:51:17,C8247,P34,196.26,Debit Card,Canada,M6,Pending,0.73,143.2698,2023-08-22 15:51:17,2023,8,22,1,15,0
8911,TX18911,2024-01-26,06:17:05,C3214,P45,97.24,PayPal,Canada,M12,Cancelled,0.73,70.98519999999999,2024-01-26 06:17:05,2024,1,26,4,6,0
8912,TX18912,2023-06-01,16:28:38,C7383,P26,73.53,Credit Card,Canada,M13,Pending,0.73,53.676899999999996,2023-06-01 16:28:38,2023,6,1,3,16,0
8913,TX18913,2024-01-10,19:16:20,C1050,P53,74.48,Credit Card,USA,M48,Refunded,1.0,74.48,2024-01-10 19:16:20,2024,1,10,2,19,0
8914,TX18914,2023-06-22,23:21:40,C2982,P2,260.81,PayPal,USA,M2,Completed,1.0,260.81,2023-06-22 23:21:40,2023,6,22,3,23,0
8915,TX18915,2023-10-25,07:04:33,C2419,P75,,PayPal,UK,M13,Pending,1.25,,2023-10-25 07:04:33,2023,10,25,2,7,0
8916,TX18916,2024-02-01,23:44:23,C2730,P82,220.54,Credit Card,UK,M15,Completed,1.25,275.675,2024-02-01 23:44:23,2024,2,1,3,23,0
8917,TX18917,2024-04-27,05:51:37,C8758,P32,402.28,Credit Card,Canada,M17,Chargeback,0.73,293.6644,2024-04-27 05:51:37,2024,4,27,5,5,1
8918,TX18918,2023-08-26,19:33:40,C1283,P89,193.38,PayPal,,M32,Pending,1.0,193.38,2023-08-26 19:33:40,2023,8,26,5,19,1
8919,TX18919,2023-05-31,08:14:57,C6661,P98,263.68,Credit Card,UK,M24,Pending,1.25,329.6,2023-05-31 08:14:57,2023,5,31,2,8,0
8920,TX18920,2023-11-15,15:26:29,C3434,P71,56.36,,UK,M41,Refunded,1.25,70.45,2023-11-15 15:26:29,2023,11,15,2,15,0
8921,TX18921,2024-03-31,02:48:32,C1216,P82,265.0,Credit Card,USA,M39,Chargeback,1.0,265.0,2024-03-31 02:48:32,2024,3,31,6,2,1
8922,TX18922,2023-12-29,11:58:59,C5064,P38,176.37,Debit Card,UK,M50,Completed,1.25,220.4625,2023-12-29 11:58:59,2023,12,29,4,11,0
8923,TX18923,2023-06-14,14:01:46,C1689,P25,289.6,PayPal,Canada,M6,Completed,0.73,211.40800000000002,2023-06-14 14:01:46,2023,6,14,2,14,0
8924,TX18924,2023-08-25,03:07:46,C6200,P48,291.21,PayPal,USA,M45,Pending,1.0,291.21,2023-08-25 03:07:46,2023,8,25,4,3,0
8925,TX18925,2023-11-05,05:14:32,C8676,P91,162.25,Debit Card,UK,M46,Refunded,1.25,202.8125,2023-11-05 05:14:32,2023,11,5,6,5,1
8926,TX18926,2024-01-30,14:47:41,C1832,P96,176.78,Credit Card,UK,M49,Completed,1.25,220.975,2024-01-30 14:47:41,2024,1,30,1,14,0
8927,TX18927,2023-11-11,20:31:32,C8437,P18,,Debit Card,USA,M45,Chargeback,1.0,,2023-11-11 20:31:32,2023,11,11,5,20,1
8928,TX18928,2023-05-25,00:43:26,C4378,P55,306.96,Credit Card,USA,M7,Completed,1.0,306.96,2023-05-25 00:43:26,2023,5,25,3,0,0
8929,TX18929,2023-09-15,11:22:23,C8045,P4,69.46,Credit Card,Australia,M20,Cancelled,0.65,45.149,2023-09-15 11:22:23,2023,9,15,4,11,0
8930,TX18930,2024-04-19,00:59:43,C6770,P30,285.28,PayPal,USA,M9,Cancelled,1.0,285.28,2024-04-19 00:59:43,2024,4,19,4,0,0
8931,TX18931,2023-06-15,00:59:32,C4233,P8,317.23,Debit Card,USA,M36,Pending,1.0,317.23,2023-06-15 00:59:32,2023,6,15,3,0,0
8932,TX18932,2024-02-29,14:34:43,C4909,P100,287.57,Debit Card,USA,M45,Cancelled,1.0,287.57,2024-02-29 14:34:43,2024,2,29,3,14,0
8933,TX18933,2023-05-05,02:44:53,C8625,P47,301.82,PayPal,UK,M50,Pending,1.25,377.275,2023-05-05 02:44:53,2023,5,5,4,2,0
8934,TX18934,2023-10-21,02:44:08,C3704,P87,187.86,Credit Card,UK,M50,Cancelled,1.25,234.82500000000002,2023-10-21 02:44:08,2023,10,21,5,2,1
